## This file contains the the median and 95% range (2.5th and 97.5th percentiles) of the full 7000-member ensemble accross all methods of the PAGES2k Consortium 2019 global mean temperature reconstructions.
## We recommend working with the full ensemble provided in the other files in this data compilation for a more robust analysis of GMST.
## The columns in this table are: Year CE, raw instrumental target data, reconstruction ensemble 50th, 2.5th and 97.5th percentiles, 31-year butterworth filtered instrumental target data, 31-year butterworth filtered reconstruction 50th, 2.5th and 97.5th percentiles
## All values are °C wrt 1961-1990 over the April-March annual average.
Year	Cowtan & Way instrumental target	Full ensemble median	Full ensemble 2.5th percentile	Full ensemble 97.5th percentile	Cowtan & Way instrumental target 31-year filtered	31-year filtered full ensemble median	31-year filtered full ensemble 2.5th percentile	31-year filtered full ensemble 97.5th percentile
660	NA	-0.2417	-0.6064	0.1015	NA	-0.2079	-0.4641	0.0725
661	NA	-0.1951	-0.5638	0.1496	NA	-0.2056	-0.4614	0.0745
662	NA	-0.271	-0.6758	0.0884	NA	-0.2035	-0.4598	0.0759
663	NA	-0.2307	-0.5729	0.1329	NA	-0.2014	-0.4581	0.0792
664	NA	-0.2881	-0.6708	0.1416	NA	-0.1995	-0.4557	0.0829
665	NA	-0.1915	-0.5458	0.1962	NA	-0.1974	-0.4547	0.0886
666	NA	-0.2019	-0.5468	0.1669	NA	-0.1957	-0.454	0.0904
667	NA	-0.1509	-0.4789	0.21	NA	-0.1941	-0.4528	0.0931
668	NA	-0.2226	-0.585	0.1715	NA	-0.1927	-0.4549	0.0941
669	NA	-0.1731	-0.5678	0.2355	NA	-0.1915	-0.4554	0.0952
670	NA	-0.0967	-0.4498	0.3252	NA	-0.1909	-0.4577	0.0957
671	NA	-0.03	-0.4039	0.4737	NA	-0.1905	-0.4591	0.0958
672	NA	-0.0919	-0.4809	0.3619	NA	-0.1905	-0.4616	0.0961
673	NA	-0.073	-0.4578	0.4011	NA	-0.191	-0.4636	0.0947
674	NA	-0.0168	-0.4173	0.3567	NA	-0.1917	-0.4654	0.0909
675	NA	-0.1148	-0.5358	0.3011	NA	-0.1935	-0.468	0.0897
676	NA	-0.1738	-0.6089	0.2773	NA	-0.1952	-0.4707	0.0871
677	NA	-0.0919	-0.4928	0.2927	NA	-0.1977	-0.4736	0.084
678	NA	-0.1337	-0.5489	0.2651	NA	-0.2005	-0.4763	0.0801
679	NA	-0.103	-0.502	0.2098	NA	-0.2037	-0.4788	0.0759
680	NA	-0.098	-0.5058	0.2173	NA	-0.2072	-0.4831	0.0718
681	NA	-0.1987	-0.6388	0.2326	NA	-0.2112	-0.4884	0.0671
682	NA	-0.2108	-0.6689	0.1507	NA	-0.2153	-0.491	0.0619
683	NA	-0.1496	-0.5678	0.1762	NA	-0.2196	-0.4957	0.0573
684	NA	-0.2756	-0.7199	0.0735	NA	-0.2239	-0.5012	0.0529
685	NA	-0.2638	-0.7088	0.0461	NA	-0.2285	-0.5042	0.0468
686	NA	-0.2696	-0.6518	0.0633	NA	-0.2325	-0.507	0.0424
687	NA	-0.3248	-0.7209	0.0453	NA	-0.2362	-0.511	0.0387
688	NA	-0.3049	-0.6879	0.0407	NA	-0.2401	-0.5135	0.0358
689	NA	-0.3329	-0.6928	0.0049	NA	-0.243	-0.5158	0.0324
690	NA	-0.4069	-0.7998	-0.0202	NA	-0.2456	-0.5171	0.0291
691	NA	-0.3554	-0.7208	0.0409	NA	-0.2479	-0.5186	0.0253
692	NA	-0.4116	-0.7969	-0.0265	NA	-0.2495	-0.519	0.0229
693	NA	-0.4609	-0.8459	-0.0558	NA	-0.2505	-0.5194	0.0201
694	NA	-0.4564	-0.8697	-0.0841	NA	-0.251	-0.5188	0.0178
695	NA	-0.3703	-0.748	-0.0233	NA	-0.251	-0.519	0.0152
696	NA	-0.3218	-0.6908	0.0196	NA	-0.2503	-0.5179	0.0142
697	NA	-0.363	-0.7248	-0.0253	NA	-0.2491	-0.5155	0.0141
698	NA	-0.2774	-0.6099	0.0495	NA	-0.2474	-0.5128	0.0139
699	NA	-0.3734	-0.7919	-0.0401	NA	-0.2452	-0.5111	0.0143
700	NA	-0.2773	-0.5968	0.0325	NA	-0.2428	-0.5066	0.0147
701	NA	-0.1876	-0.5769	0.1148	NA	-0.2398	-0.5031	0.0166
702	NA	-0.2477	-0.6449	0.1009	NA	-0.2371	-0.4995	0.0179
703	NA	-0.1851	-0.6118	0.13	NA	-0.2342	-0.4961	0.0189
704	NA	-0.1553	-0.4997	0.1484	NA	-0.2312	-0.4919	0.0196
705	NA	-0.1568	-0.4979	0.0965	NA	-0.2282	-0.4868	0.0208
706	NA	-0.2108	-0.5769	0.0825	NA	-0.2253	-0.4795	0.022
707	NA	-0.1859	-0.5629	0.1417	NA	-0.2224	-0.4755	0.023
708	NA	-0.0667	-0.4158	0.2567	NA	-0.2195	-0.4706	0.0247
709	NA	-0.1836	-0.5268	0.1232	NA	-0.2167	-0.4672	0.0271
710	NA	-0.1149	-0.4396	0.2189	NA	-0.2141	-0.4647	0.0296
711	NA	-0.1646	-0.4958	0.1391	NA	-0.2118	-0.4602	0.0314
712	NA	-0.1585	-0.4738	0.1476	NA	-0.2096	-0.4556	0.0331
713	NA	-0.2267	-0.5539	0.0575	NA	-0.2075	-0.4528	0.0336
714	NA	-0.2294	-0.5298	0.0829	NA	-0.2053	-0.4501	0.0349
715	NA	-0.252	-0.5912	0.0691	NA	-0.2031	-0.447	0.0375
716	NA	-0.2268	-0.5688	0.0981	NA	-0.2012	-0.4453	0.0403
717	NA	-0.2412	-0.5928	0.0871	NA	-0.1995	-0.4439	0.0418
718	NA	-0.208	-0.5418	0.0795	NA	-0.1979	-0.4411	0.0431
719	NA	-0.1709	-0.5229	0.1299	NA	-0.1963	-0.4393	0.0464
720	NA	-0.232	-0.6619	0.1286	NA	-0.1948	-0.4372	0.0477
721	NA	-0.1634	-0.5059	0.1627	NA	-0.1933	-0.4359	0.0503
722	NA	-0.1999	-0.5369	0.1085	NA	-0.1922	-0.4328	0.052
723	NA	-0.2205	-0.5628	0.0843	NA	-0.191	-0.431	0.0535
724	NA	-0.1989	-0.5438	0.1079	NA	-0.19	-0.4296	0.0533
725	NA	-0.1327	-0.4848	0.1668	NA	-0.1889	-0.4289	0.0547
726	NA	-0.1908	-0.5588	0.1393	NA	-0.1879	-0.4281	0.0558
727	NA	-0.1458	-0.5068	0.1646	NA	-0.1869	-0.4261	0.0557
728	NA	-0.1171	-0.4663	0.1578	NA	-0.1861	-0.425	0.0564
729	NA	-0.1228	-0.4678	0.1816	NA	-0.1853	-0.4243	0.0573
730	NA	-0.1329	-0.4769	0.173	NA	-0.1843	-0.4224	0.0577
731	NA	-0.1138	-0.4358	0.1961	NA	-0.1837	-0.4212	0.0582
732	NA	-0.1349	-0.4808	0.1432	NA	-0.183	-0.4191	0.0585
733	NA	-0.2493	-0.6409	0.06	NA	-0.1823	-0.4174	0.0595
734	NA	-0.2329	-0.5808	0.0645	NA	-0.1813	-0.4157	0.0606
735	NA	-0.2352	-0.5369	0.0577	NA	-0.1803	-0.4143	0.0617
736	NA	-0.2517	-0.5751	0.0468	NA	-0.1792	-0.4128	0.0627
737	NA	-0.2504	-0.5719	0.0623	NA	-0.1779	-0.4113	0.0633
738	NA	-0.2397	-0.5709	0.0586	NA	-0.1764	-0.4102	0.0649
739	NA	-0.2491	-0.5678	0.057	NA	-0.1746	-0.4088	0.0658
740	NA	-0.2909	-0.6322	0.0286	NA	-0.1729	-0.4071	0.0675
741	NA	-0.1746	-0.5088	0.1126	NA	-0.1708	-0.4046	0.0684
742	NA	-0.1366	-0.4668	0.1381	NA	-0.1691	-0.4033	0.0691
743	NA	-0.2914	-0.7368	0.1323	NA	-0.1667	-0.4005	0.0698
744	NA	-0.1779	-0.5159	0.1453	NA	-0.1642	-0.3986	0.0706
745	NA	-0.1611	-0.5378	0.1843	NA	-0.1618	-0.3965	0.0716
746	NA	-0.1147	-0.4659	0.2036	NA	-0.1594	-0.3948	0.0733
747	NA	-0.1099	-0.4653	0.1934	NA	-0.1568	-0.3927	0.0745
748	NA	-0.104	-0.4589	0.2636	NA	-0.1543	-0.3909	0.0752
749	NA	-0.1487	-0.4878	0.1949	NA	-0.1515	-0.3891	0.0766
750	NA	-0.1658	-0.5219	0.2762	NA	-0.1487	-0.3875	0.0775
751	NA	-0.1996	-0.5254	0.2099	NA	-0.1463	-0.3842	0.078
752	NA	-0.2452	-0.5668	0.1847	NA	-0.1435	-0.3838	0.0791
753	NA	-0.1856	-0.4888	0.0963	NA	-0.1411	-0.3819	0.08
754	NA	-0.1537	-0.462	0.1547	NA	-0.1385	-0.3813	0.0817
755	NA	-0.0633	-0.3998	0.3273	NA	-0.136	-0.3806	0.0828
756	NA	-0.1255	-0.4619	0.162	NA	-0.1337	-0.3791	0.0841
757	NA	-0.134	-0.5048	0.1711	NA	-0.1318	-0.3772	0.0848
758	NA	-0.0348	-0.409	0.2509	NA	-0.1303	-0.3767	0.0855
759	NA	-0.0952	-0.4619	0.1856	NA	-0.1289	-0.3754	0.0851
760	NA	-0.1892	-0.5351	0.0714	NA	-0.1278	-0.3752	0.0855
761	NA	-0.2331	-0.5578	0.1076	NA	-0.1269	-0.3757	0.0856
762	NA	-0.174	-0.498	0.1007	NA	-0.1266	-0.3741	0.0856
763	NA	-0.0361	-0.3789	0.2416	NA	-0.1268	-0.3756	0.0857
764	NA	0.0512	-0.3222	0.4155	NA	-0.127	-0.3761	0.0847
765	NA	0.0172	-0.3308	0.2861	NA	-0.1278	-0.3778	0.0845
766	NA	-0.0918	-0.4334	0.1668	NA	-0.1292	-0.3788	0.082
767	NA	-0.1279	-0.4416	0.1473	NA	-0.1307	-0.3807	0.0793
768	NA	-0.1289	-0.5268	0.2139	NA	-0.1329	-0.3829	0.0781
769	NA	-0.1064	-0.4628	0.1758	NA	-0.1354	-0.3838	0.0767
770	NA	-0.0742	-0.4481	0.2413	NA	-0.138	-0.3857	0.0746
771	NA	-0.0612	-0.3918	0.2334	NA	-0.141	-0.3891	0.0726
772	NA	-0.2099	-0.5448	0.1055	NA	-0.1442	-0.3922	0.0717
773	NA	-0.2243	-0.5758	0.1107	NA	-0.1476	-0.3951	0.0701
774	NA	-0.1424	-0.4948	0.1655	NA	-0.1513	-0.3987	0.0656
775	NA	-0.1398	-0.476	0.1414	NA	-0.155	-0.4029	0.0635
776	NA	-0.1777	-0.5135	0.1005	NA	-0.159	-0.4085	0.061
777	NA	-0.1896	-0.5429	0.0874	NA	-0.1631	-0.4121	0.0582
778	NA	-0.1575	-0.5128	0.1137	NA	-0.1668	-0.4173	0.0563
779	NA	-0.1962	-0.5349	0.0714	NA	-0.1708	-0.421	0.0538
780	NA	-0.2299	-0.5786	0.0493	NA	-0.1748	-0.4254	0.0504
781	NA	-0.2215	-0.5449	0.057	NA	-0.1786	-0.4287	0.048
782	NA	-0.2027	-0.5313	0.0625	NA	-0.1825	-0.4346	0.0449
783	NA	-0.1819	-0.5098	0.1243	NA	-0.1863	-0.4406	0.0427
784	NA	-0.2217	-0.5308	0.0682	NA	-0.1901	-0.445	0.0391
785	NA	-0.2188	-0.5208	0.0699	NA	-0.1936	-0.4478	0.0375
786	NA	-0.2448	-0.6028	0.0434	NA	-0.1967	-0.4521	0.0356
787	NA	-0.1969	-0.5298	0.0744	NA	-0.1997	-0.4558	0.0338
788	NA	-0.2972	-0.6718	0.0484	NA	-0.2028	-0.459	0.0316
789	NA	-0.2953	-0.6708	0.0042	NA	-0.2058	-0.4627	0.0299
790	NA	-0.2374	-0.5838	0.07	NA	-0.2087	-0.4667	0.0284
791	NA	-0.2161	-0.6158	0.0906	NA	-0.2111	-0.4693	0.0272
792	NA	-0.1949	-0.5548	0.0869	NA	-0.2138	-0.4713	0.0259
793	NA	-0.1637	-0.5148	0.1136	NA	-0.2161	-0.4721	0.0248
794	NA	-0.1855	-0.5527	0.1483	NA	-0.2181	-0.4726	0.0236
795	NA	-0.2259	-0.5753	0.0629	NA	-0.2201	-0.4731	0.0231
796	NA	-0.2052	-0.5638	0.0692	NA	-0.2222	-0.4751	0.0228
797	NA	-0.1997	-0.5278	0.0587	NA	-0.2239	-0.4762	0.0226
798	NA	-0.1541	-0.5245	0.1521	NA	-0.2256	-0.4765	0.0228
799	NA	-0.1916	-0.5418	0.0966	NA	-0.2274	-0.4773	0.0233
800	NA	-0.291	-0.6688	0.0107	NA	-0.2288	-0.4781	0.0236
801	NA	-0.2659	-0.5949	0.0168	NA	-0.23	-0.4784	0.0237
802	NA	-0.2502	-0.6148	0.0361	NA	-0.2312	-0.4789	0.0242
803	NA	-0.2603	-0.5909	0.0408	NA	-0.2322	-0.4782	0.024
804	NA	-0.25	-0.5992	0.0438	NA	-0.233	-0.4769	0.0249
805	NA	-0.2398	-0.5718	0.1282	NA	-0.2337	-0.4762	0.026
806	NA	-0.2384	-0.5708	0.0773	NA	-0.2342	-0.4757	0.0275
807	NA	-0.2828	-0.6078	0.0539	NA	-0.2347	-0.4738	0.0293
808	NA	-0.216	-0.5528	0.1368	NA	-0.2346	-0.4725	0.0304
809	NA	-0.277	-0.6278	0.1103	NA	-0.2349	-0.4717	0.0328
810	NA	-0.3002	-0.6728	0.1104	NA	-0.2346	-0.47	0.0335
811	NA	-0.1677	-0.5398	0.1476	NA	-0.2343	-0.4674	0.0351
812	NA	-0.155	-0.5208	0.1714	NA	-0.234	-0.4645	0.0364
813	NA	-0.1741	-0.5069	0.1216	NA	-0.2335	-0.4628	0.0385
814	NA	-0.2221	-0.5869	0.0832	NA	-0.2331	-0.4599	0.0411
815	NA	-0.2179	-0.5558	0.0824	NA	-0.2326	-0.4566	0.043
816	NA	-0.16	-0.477	0.1121	NA	-0.2323	-0.455	0.0438
817	NA	-0.2145	-0.5739	0.0963	NA	-0.2318	-0.4533	0.0451
818	NA	-0.1379	-0.5218	0.1548	NA	-0.2315	-0.4509	0.0459
819	NA	-0.1081	-0.4938	0.1971	NA	-0.2314	-0.4491	0.0488
820	NA	-0.1605	-0.5229	0.127	NA	-0.231	-0.4481	0.0495
821	NA	-0.1986	-0.5608	0.0966	NA	-0.2307	-0.4464	0.0504
822	NA	-0.209	-0.5249	0.0886	NA	-0.2305	-0.4459	0.0536
823	NA	-0.2363	-0.5598	0.06	NA	-0.2306	-0.4445	0.0545
824	NA	-0.354	-0.7128	0.0025	NA	-0.2305	-0.4417	0.0553
825	NA	-0.2606	-0.5678	0.0457	NA	-0.2306	-0.4403	0.0561
826	NA	-0.2327	-0.5549	0.0669	NA	-0.2305	-0.4378	0.0573
827	NA	-0.2148	-0.5378	0.1188	NA	-0.2304	-0.4366	0.0581
828	NA	-0.1984	-0.4914	0.1228	NA	-0.2303	-0.4364	0.0584
829	NA	-0.2087	-0.5488	0.1276	NA	-0.2301	-0.4352	0.0589
830	NA	-0.2088	-0.5739	0.088	NA	-0.2299	-0.4327	0.0597
831	NA	-0.2229	-0.5788	0.0975	NA	-0.2298	-0.432	0.0608
832	NA	-0.1151	-0.4359	0.2529	NA	-0.2299	-0.4311	0.0608
833	NA	-0.1199	-0.441	0.2045	NA	-0.2301	-0.431	0.0599
834	NA	-0.2067	-0.5578	0.1279	NA	-0.2303	-0.4309	0.06
835	NA	-0.2105	-0.5528	0.1324	NA	-0.2307	-0.4307	0.0591
836	NA	-0.2387	-0.6067	0.1379	NA	-0.2312	-0.4317	0.059
837	NA	-0.2088	-0.5478	0.1164	NA	-0.2319	-0.4333	0.0577
838	NA	-0.2039	-0.5518	0.1253	NA	-0.2326	-0.4356	0.058
839	NA	-0.2104	-0.5489	0.1173	NA	-0.2333	-0.4373	0.0578
840	NA	-0.1929	-0.5247	0.0809	NA	-0.2343	-0.4385	0.0563
841	NA	-0.2313	-0.5697	0.05	NA	-0.2355	-0.4406	0.0544
842	NA	-0.1395	-0.4328	0.1467	NA	-0.2364	-0.4427	0.0532
843	NA	-0.0947	-0.3978	0.1972	NA	-0.2375	-0.4447	0.0513
844	NA	-0.1479	-0.4822	0.166	NA	-0.239	-0.4467	0.0488
845	NA	-0.1237	-0.4488	0.21	NA	-0.2404	-0.4495	0.0468
846	NA	-0.1719	-0.4989	0.1516	NA	-0.2418	-0.454	0.045
847	NA	-0.2405	-0.573	0.1278	NA	-0.2434	-0.4565	0.0434
848	NA	-0.2178	-0.6048	0.1312	NA	-0.2451	-0.4587	0.0417
849	NA	-0.2287	-0.5817	0.094	NA	-0.2467	-0.4615	0.0382
850	NA	-0.1657	-0.5358	0.1784	NA	-0.2481	-0.4646	0.0364
851	NA	-0.2591	-0.6308	0.0793	NA	-0.2496	-0.4669	0.0338
852	NA	-0.2876	-0.6838	0.0748	NA	-0.2508	-0.4686	0.0311
853	NA	-0.2374	-0.6158	0.061	NA	-0.252	-0.4709	0.0277
854	NA	-0.3169	-0.6909	0.0253	NA	-0.2526	-0.4725	0.0249
855	NA	-0.2751	-0.6298	0.0761	NA	-0.2531	-0.4739	0.0232
856	NA	-0.2904	-0.6218	0.0363	NA	-0.2531	-0.4748	0.0218
857	NA	-0.3359	-0.6679	0.0171	NA	-0.2528	-0.4756	0.0203
858	NA	-0.2859	-0.6409	0.0409	NA	-0.2519	-0.4763	0.0192
859	NA	-0.2708	-0.6359	0.0738	NA	-0.2511	-0.4764	0.0178
860	NA	-0.3764	-0.7729	0.0267	NA	-0.2497	-0.4762	0.0166
861	NA	-0.3336	-0.6778	-0.0027	NA	-0.2477	-0.4763	0.0171
862	NA	-0.2836	-0.5998	0.0145	NA	-0.2454	-0.4759	0.0168
863	NA	-0.2732	-0.6005	0.0465	NA	-0.2427	-0.4752	0.0165
864	NA	-0.2498	-0.5718	0.0565	NA	-0.2398	-0.4748	0.0157
865	NA	-0.378	-0.7528	-0.0374	NA	-0.2365	-0.4722	0.016
866	NA	-0.2939	-0.6148	0.0118	NA	-0.2328	-0.4695	0.0164
867	NA	-0.2856	-0.6009	-0.0111	NA	-0.2289	-0.4663	0.018
868	NA	-0.2269	-0.6308	0.0695	NA	-0.2247	-0.4624	0.0189
869	NA	-0.2415	-0.614	0.0285	NA	-0.2203	-0.458	0.0209
870	NA	-0.2452	-0.6218	0.0662	NA	-0.2161	-0.4536	0.023
871	NA	-0.2779	-0.6338	0.0305	NA	-0.2118	-0.4505	0.0255
872	NA	-0.2191	-0.5578	0.046	NA	-0.2075	-0.4477	0.0278
873	NA	-0.1317	-0.4705	0.1985	NA	-0.2035	-0.4432	0.0308
874	NA	-0.239	-0.6058	0.084	NA	-0.1992	-0.4388	0.0334
875	NA	-0.1268	-0.463	0.1452	NA	-0.1955	-0.4356	0.0372
876	NA	-0.1307	-0.465	0.1659	NA	-0.1918	-0.4317	0.04
877	NA	-0.2667	-0.632	0.1317	NA	-0.1887	-0.4282	0.0435
878	NA	-0.0864	-0.4154	0.2223	NA	-0.1856	-0.4244	0.0465
879	NA	-0.0888	-0.4448	0.1888	NA	-0.1829	-0.422	0.0494
880	NA	-0.0629	-0.4378	0.2242	NA	-0.1808	-0.4197	0.0514
881	NA	-0.0953	-0.4821	0.1711	NA	-0.1792	-0.4175	0.053
882	NA	-0.0117	-0.4049	0.2644	NA	-0.1782	-0.4156	0.0553
883	NA	-0.0997	-0.4602	0.1931	NA	-0.1776	-0.4137	0.0571
884	NA	-0.2467	-0.566	0.1413	NA	-0.1775	-0.4117	0.0585
885	NA	-0.0747	-0.4158	0.2263	NA	-0.1778	-0.4108	0.0592
886	NA	-0.1395	-0.5388	0.1902	NA	-0.1785	-0.41	0.0596
887	NA	-0.0484	-0.4045	0.3057	NA	-0.1797	-0.4098	0.0604
888	NA	-0.198	-0.5608	0.1106	NA	-0.1812	-0.4094	0.0604
889	NA	-0.1317	-0.4608	0.1514	NA	-0.1829	-0.4098	0.0593
890	NA	-0.1615	-0.4928	0.1834	NA	-0.185	-0.4106	0.0578
891	NA	-0.0955	-0.4188	0.2591	NA	-0.1875	-0.4113	0.056
892	NA	-0.1242	-0.4369	0.1843	NA	-0.1899	-0.4117	0.0545
893	NA	-0.2116	-0.5188	0.1157	NA	-0.1925	-0.413	0.0531
894	NA	-0.1358	-0.4291	0.1586	NA	-0.1949	-0.4148	0.0512
895	NA	-0.1365	-0.4604	0.1679	NA	-0.1977	-0.4177	0.0491
896	NA	-0.2412	-0.5713	0.056	NA	-0.2007	-0.419	0.0475
897	NA	-0.1568	-0.4689	0.1306	NA	-0.2036	-0.421	0.045
898	NA	-0.2343	-0.5368	0.036	NA	-0.2063	-0.4231	0.0432
899	NA	-0.2573	-0.5702	0.0343	NA	-0.2092	-0.4246	0.0401
900	NA	-0.3581	-0.7158	-0.0608	NA	-0.2118	-0.4269	0.0381
901	NA	-0.2466	-0.555	0.0231	NA	-0.2143	-0.4283	0.0371
902	NA	-0.2998	-0.6158	-0.0089	NA	-0.2162	-0.4289	0.0369
903	NA	-0.3519	-0.7128	-0.0562	NA	-0.218	-0.4283	0.0368
904	NA	-0.2393	-0.5689	0.0185	NA	-0.2196	-0.429	0.0362
905	NA	-0.2409	-0.5888	0.0219	NA	-0.2208	-0.4293	0.0358
906	NA	-0.2356	-0.5887	0.0306	NA	-0.2217	-0.4291	0.0365
907	NA	-0.2546	-0.6039	0.0527	NA	-0.2225	-0.4286	0.0358
908	NA	-0.1895	-0.5138	0.0909	NA	-0.2228	-0.4303	0.0366
909	NA	-0.195	-0.5316	0.0955	NA	-0.2233	-0.4309	0.0366
910	NA	-0.2555	-0.5888	0.0386	NA	-0.223	-0.4302	0.0381
911	NA	-0.2269	-0.5727	0.0663	NA	-0.2229	-0.4284	0.0398
912	NA	-0.1198	-0.4913	0.2013	NA	-0.2226	-0.427	0.0412
913	NA	-0.2108	-0.5787	0.0912	NA	-0.2221	-0.427	0.0433
914	NA	-0.2405	-0.5828	0.0656	NA	-0.2217	-0.4249	0.0455
915	NA	-0.141	-0.4777	0.1604	NA	-0.2208	-0.4235	0.0481
916	NA	-0.259	-0.6149	0.0515	NA	-0.2198	-0.422	0.0506
917	NA	-0.2288	-0.5911	0.0802	NA	-0.2181	-0.4207	0.0522
918	NA	-0.2263	-0.539	0.1108	NA	-0.2167	-0.4187	0.0549
919	NA	-0.194	-0.5008	0.1265	NA	-0.2151	-0.416	0.0579
920	NA	-0.2039	-0.5078	0.1207	NA	-0.2133	-0.4132	0.0602
921	NA	-0.1844	-0.4998	0.1304	NA	-0.2114	-0.4114	0.0623
922	NA	-0.2248	-0.5314	0.1361	NA	-0.2095	-0.4087	0.0663
923	NA	-0.1852	-0.5148	0.2088	NA	-0.2076	-0.4067	0.0708
924	NA	-0.2335	-0.5668	0.0945	NA	-0.2052	-0.4045	0.0737
925	NA	-0.1918	-0.4968	0.123	NA	-0.203	-0.402	0.0763
926	NA	-0.0562	-0.3778	0.272	NA	-0.2008	-0.4004	0.0813
927	NA	-0.1644	-0.5238	0.1473	NA	-0.1986	-0.3998	0.0845
928	NA	-0.1408	-0.4648	0.1698	NA	-0.196	-0.398	0.0869
929	NA	-0.0725	-0.4269	0.2621	NA	-0.1938	-0.3971	0.0892
930	NA	-0.0678	-0.4039	0.2836	NA	-0.1917	-0.3969	0.0909
931	NA	-0.1527	-0.4709	0.1571	NA	-0.1894	-0.3967	0.0924
932	NA	-0.0819	-0.4056	0.2472	NA	-0.1877	-0.3955	0.0942
933	NA	-0.1175	-0.4629	0.2075	NA	-0.186	-0.3956	0.0937
934	NA	-0.1019	-0.4398	0.2008	NA	-0.1845	-0.396	0.0939
935	NA	-0.1423	-0.5014	0.1889	NA	-0.1831	-0.3966	0.0932
936	NA	-0.0683	-0.3898	0.2643	NA	-0.1823	-0.3973	0.0924
937	NA	-0.0853	-0.4125	0.2581	NA	-0.1813	-0.3977	0.0912
938	NA	-0.1349	-0.4498	0.2328	NA	-0.1807	-0.3988	0.0911
939	NA	-0.1537	-0.5014	0.1974	NA	-0.1802	-0.4004	0.0892
940	NA	-0.2834	-0.6309	0.0597	NA	-0.1799	-0.4027	0.0856
941	NA	-0.1699	-0.5221	0.1164	NA	-0.1794	-0.4035	0.0833
942	NA	-0.2119	-0.5758	0.1236	NA	-0.1789	-0.4041	0.0812
943	NA	-0.2033	-0.5658	0.115	NA	-0.1786	-0.4053	0.0797
944	NA	-0.197	-0.5188	0.1242	NA	-0.1788	-0.4085	0.0767
945	NA	-0.1536	-0.4519	0.1687	NA	-0.1785	-0.4085	0.0732
946	NA	-0.1385	-0.4319	0.2143	NA	-0.1783	-0.4104	0.0699
947	NA	-0.1838	-0.5079	0.1167	NA	-0.1784	-0.4135	0.0664
948	NA	-0.1533	-0.4799	0.1545	NA	-0.1787	-0.4162	0.0631
949	NA	-0.122	-0.4433	0.2318	NA	-0.1788	-0.4176	0.0575
950	NA	-0.2118	-0.529	0.0667	NA	-0.1793	-0.4206	0.0541
951	NA	-0.1979	-0.5398	0.0861	NA	-0.1794	-0.421	0.0502
952	NA	-0.2269	-0.6278	0.0647	NA	-0.1798	-0.423	0.0456
953	NA	-0.1967	-0.5118	0.0936	NA	-0.1804	-0.4248	0.042
954	NA	-0.246	-0.5799	0.1018	NA	-0.1808	-0.4258	0.038
955	NA	-0.208	-0.5471	0.0658	NA	-0.1811	-0.4266	0.0343
956	NA	-0.1654	-0.5137	0.0898	NA	-0.1814	-0.4288	0.0314
957	NA	-0.1921	-0.536	0.0379	NA	-0.1814	-0.4285	0.0271
958	NA	-0.3509	-0.7041	0.0038	NA	-0.1821	-0.4301	0.0245
959	NA	-0.1679	-0.5143	0.1092	NA	-0.1824	-0.4309	0.0219
960	NA	-0.2057	-0.5348	0.0497	NA	-0.1825	-0.4304	0.0197
961	NA	-0.3206	-0.6449	-0.0231	NA	-0.1826	-0.4312	0.0174
962	NA	-0.2064	-0.5228	0.0921	NA	-0.1829	-0.4306	0.016
963	NA	-0.1404	-0.4578	0.165	NA	-0.1833	-0.4306	0.0142
964	NA	-0.1389	-0.4809	0.1446	NA	-0.1837	-0.4298	0.0123
965	NA	-0.1694	-0.5349	0.143	NA	-0.184	-0.4296	0.0116
966	NA	-0.1124	-0.4518	0.2099	NA	-0.1846	-0.4307	0.0107
967	NA	-0.2219	-0.5599	0.0924	NA	-0.1853	-0.4321	0.0103
968	NA	-0.0964	-0.4238	0.2002	NA	-0.186	-0.4331	0.0099
969	NA	-0.1548	-0.5399	0.1465	NA	-0.1872	-0.4335	0.0088
970	NA	-0.1826	-0.5158	0.0847	NA	-0.1884	-0.4342	0.0073
971	NA	-0.1849	-0.514	0.0913	NA	-0.1898	-0.4341	0.0074
972	NA	-0.0881	-0.4311	0.1741	NA	-0.1915	-0.4342	0.0071
973	NA	-0.255	-0.5867	0.0517	NA	-0.1935	-0.4342	0.0075
974	NA	-0.1778	-0.5082	0.1089	NA	-0.1953	-0.4348	0.0071
975	NA	-0.2013	-0.5228	0.111	NA	-0.1976	-0.4339	0.0075
976	NA	-0.3019	-0.6748	0.0837	NA	-0.2	-0.4337	0.0076
977	NA	-0.1865	-0.4788	0.087	NA	-0.2022	-0.4334	0.0082
978	NA	-0.1429	-0.4488	0.195	NA	-0.2046	-0.434	0.0081
979	NA	-0.2342	-0.5778	0.0458	NA	-0.2069	-0.434	0.0084
980	NA	-0.2077	-0.5224	0.0821	NA	-0.2092	-0.4337	0.0079
981	NA	-0.3009	-0.6103	-0.0095	NA	-0.2119	-0.4331	0.0086
982	NA	-0.1459	-0.4329	0.1082	NA	-0.2141	-0.4339	0.0093
983	NA	-0.1942	-0.4959	0.0645	NA	-0.216	-0.4347	0.0093
984	NA	-0.211	-0.522	0.0604	NA	-0.2183	-0.4348	0.0102
985	NA	-0.1959	-0.5047	0.0568	NA	-0.2207	-0.4332	0.0107
986	NA	-0.1566	-0.4508	0.1343	NA	-0.2229	-0.4334	0.0108
987	NA	-0.1909	-0.5069	0.1316	NA	-0.2248	-0.4342	0.0115
